Id,Label,timeset,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,componentnumber,clustering,triangles,eigencentrality
1162,emotional,,6,1,7,6,1,7,5,0.302273,0.313712,0,0.002492,0.002492,64,0.000408,0,1,21,0.02993
1163,En,,1,9,10,1,9,10,5,0.327128,0.342882,0,0.011756,0.011756,26,0.000102,0,1,45,0.016446
1164,endofnight,,7,3,10,7,3,10,5,0.321242,0.341249,0,0.011861,0.011861,29,0.000255,0,1,45,0.069248
1165,Endurance,,1,0,1,1,0,1,5,0.310584,0.321921,0,0.002954,0.002954,20,0.000116,0,0,0,0.02392
1166,endurancetest,,1,0,1,1,0,1,5,0.27997,0.287022,0,0.000871,0.000871,20,0.000113,0,0,0,0.006799
1167,Energy,,4,1,5,4,1,5,4,0.358659,0.371838,0.000055,0.010095,0.010095,20,0.000341,0,0.6,6,0.071301
1168,enforcers,,0,1,1,0,1,1,5,0.308937,0.324213,0,0.00282,0.00282,67,0.000085,0,0,0,0
1169,eng,,5,5,10,5,5,10,5,0.325325,0.334338,0,0.007057,0.007057,59,0.000193,0,1,45,0.043661
1170,England,,24,7,31,26,7,33,4,0.392171,0.41183,0.001356,0.04167,0.04167,3,0.000741,0,0.417204,194,0.241217
1171,english,,5,9,14,5,9,14,4,0.367927,0.383977,0.000296,0.013724,0.013724,33,0.000155,0,0.648352,59,0.032481
1172,englishaccent,,3,0,3,3,0,3,5,0.316738,0.326253,0,0.005013,0.005013,3,0.000155,0,1,3,0.029659
1173,englishbreakfast,,3,1,4,3,1,4,5,0.309002,0.324552,0,0.00307,0.00307,67,0.000196,0,1,6,0.029631
1174,englishdiscolovers,,1,0,1,1,0,1,4,0.352407,0.363765,0,0.00745,0.00745,20,0.000113,0,0,0,0.048919
1175,engu20,,3,0,3,3,0,3,5,0.296505,0.309647,0,0.003263,0.003263,67,0.000148,0,1,3,0.030976
1176,Enjoy,,4,2,6,5,2,7,4,0.352576,0.364367,0.000427,0.008206,0.008206,20,0.0004,0,0.333333,5,0.054829
1177,EnterShikari,,4,0,4,4,0,4,5,0.304414,0.312756,0,0.002196,0.002196,29,0.000332,0,1,6,0.014895
1178,entertainment,,6,4,10,6,4,10,4,0.372226,0.387684,0.000389,0.016305,0.016305,35,0.000344,0,0.416667,15,0.106592
1179,envivo,,2,3,5,2,3,5,5,0.327103,0.336766,0,0.007035,0.007035,29,0.000121,0,1,10,0.001232
1180,envy,,1,0,1,1,0,1,5,0.310584,0.321921,0,0.002954,0.002954,20,0.000116,0,0,0,0.02392
1181,eossipov,,1,1,2,1,1,2,5,0.2772,0.284982,0,0.000796,0.000796,20,0.000111,0,1,1,0.009005
1182,Epic,,71,78,149,72,78,150,4,0.410837,0.439118,0.03417,0.057027,0.057027,4,0.003361,0,0.030893,327,0.261742
1183,epicfest2013,,1,1,2,1,1,2,5,0.303412,0.311766,0,0.001614,0.001614,26,0.00011,0,1,1,0.003122
1184,epicness,,1,0,1,1,0,1,5,0.300427,0.310814,0,0.003178,0.003178,1,0.000123,0,0,0,0.026836
1185,equality,,2,6,8,2,6,8,5,0.333484,0.352473,0,0.016241,0.016241,3,0.000165,0,1,28,0.067037
1186,Erau,,0,6,6,0,6,6,5,0.320614,0.335769,0,0.007373,0.007373,1,0.000085,0,1,15,0
1187,Eredivisie,,0,1,1,0,1,1,5,0.299898,0.311544,0,0.003395,0.003395,29,0.000085,0,0,0,0
1188,ErnieTheFastestMilkmanInTheWest,,0,2,2,0,2,2,5,0.290627,0.297922,0,0.00129,0.00129,20,0.000085,0,1,1,0
1189,esperanza,,0,9,9,0,9,9,5,0.314556,0.325858,0,0.007789,0.007789,29,0.000085,0,1,36,0
1190,espntennis,,2,0,2,2,0,2,5,0.293303,0.30498,0,0.002167,0.002167,67,0.000386,0,1,1,0.019743
1191,essentialmix,,1,0,1,1,0,1,5,0.260639,0.265075,0,0.000185,0.000185,20,0.000131,0,0,0,0.000647
1192,essex,,5,1,6,5,1,6,5,0.328122,0.344426,0,0.009778,0.009778,68,0.000162,0,1,15,0.017455
1193,ethiadstadium,,3,1,4,3,1,4,5,0.275888,0.283717,0,0.00156,0.00156,67,0.000136,0,1,6,0.010821
1194,Etihad,,3,6,9,4,6,10,4,0.369062,0.384353,0.000023,0.012667,0.012667,67,0.000162,0,0.821429,23,0.031295
1195,Etiopia,,1,6,7,1,6,7,5,0.328975,0.348238,0,0.012402,0.012402,21,0.000091,0,1,21,0.000584
1196,etsy,,2,6,8,2,6,8,5,0.313243,0.330014,0.000001,0.008168,0.008168,29,0.0001,0,0.809524,17,0.001556
1197,Etsy_Today,,2,0,2,2,0,2,6,0.261702,0.267649,0,0.000421,0.000421,20,0.00017,0,1,1,0.003086
1198,etudehouse,,4,2,6,4,2,6,5,0.267569,0.273732,0,0.000462,0.000462,5,0.000194,0,1,15,0.007005
1199,EU,,1,10,11,1,10,11,5,0.299311,0.309639,0,0.00274,0.00274,59,0.000092,0,1,55,0.000584
1200,EUROPE,,6,3,9,6,3,9,5,0.315003,0.324172,0,0.00557,0.00557,59,0.000229,0,1,36,0.033419
1201,europeantourgolf,,5,0,5,5,0,5,4,0.35892,0.372177,0,0.011164,0.011164,67,0.00021,0,1,10,0.0828
1202,europeroundthecorner,,2,2,4,2,2,4,4,0.356264,0.367811,0,0.009538,0.009538,59,0.000198,0,1,6,0.056081
1203,euston,,4,0,4,4,0,4,5,0.309002,0.324552,0,0.00307,0.00307,67,0.000362,0,1,6,0.031523
1204,evening,,8,2,10,8,2,10,5,0.324895,0.34452,0,0.011743,0.011743,1,0.000348,0,1,45,0.08235
1205,event,,11,10,21,11,10,21,5,0.364444,0.382498,0.001013,0.023771,0.023771,26,0.000472,0,0.419048,88,0.09968
1206,eventi,,2,2,4,2,2,4,5,0.341377,0.351716,0,0.008404,0.008404,68,0.000127,0,1,6,0.041728
1207,events,,2,3,5,2,3,5,5,0.322764,0.337651,0,0.007718,0.007718,35,0.000192,0,1,10,0.009558
1208,Everton,,1,4,5,1,4,5,6,0.258887,0.266776,0,0.000383,0.000383,2,0.0001,0,1,10,0.000584
1209,EverybodyDance,,3,1,4,4,1,5,4,0.354438,0.366061,0,0.009639,0.009639,20,0.000152,0,1,3,0.061765
1210,EveryCloud,,1,0,1,1,0,1,4,0.352407,0.363765,0,0.00745,0.00745,20,0.000113,0,0,0,0.048919
1211,everysingleoneofya,,2,0,2,2,0,2,5,0.274946,0.281685,0,0.001037,0.001037,59,0.000122,0,1,1,0.006738
1212,evil,,2,2,4,2,2,4,5,0.311612,0.332159,0,0.008237,0.008237,21,0.000191,0,1,6,0.06153
1213,evildead,,4,0,4,4,0,4,5,0.311612,0.332159,0,0.008237,0.008237,21,0.000505,0,1,6,0.068216
1214,examhangover,,1,0,1,1,0,1,5,0.311546,0.33182,0,0.007638,0.007638,21,0.000149,0,0,0,0.058409
1215,Example,,4,3,7,4,3,7,5,0.310715,0.322599,0,0.003457,0.003457,20,0.000187,0,1,21,0.028909
1216,Excalibur,,2,1,3,2,1,3,5,0.317283,0.336996,0,0.00839,0.00839,21,0.0002,0,1,3,0.00564
1217,Excellent,,1,0,1,1,0,1,5,0.310584,0.321921,0,0.002954,0.002954,20,0.000116,0,0,0,0.02392
1218,exceptional,,4,0,4,4,0,4,5,0.327442,0.33686,0,0.004936,0.004936,20,0.000156,0,1,6,0.03569
1219,excited,,9,18,27,10,18,28,5,0.396668,0.416693,0.003254,0.031751,0.031751,67,0.000422,0,0.209231,68,0.056211
1220,excitedface,,2,0,2,2,0,2,5,0.308981,0.324364,0,0.003167,0.003167,20,0.000295,0,1,1,0.029318
1221,executioner,,4,0,4,4,0,4,5,0.282614,0.293522,0,0.000823,0.000823,64,0.000373,0,1,6,0.016042
1222,exhaust,,6,5,11,6,5,11,5,0.319896,0.327981,0,0.005377,0.005377,26,0.000198,0,1,55,0.022771
1223,exhausted,,1,0,1,1,0,1,5,0.28256,0.293184,0,0.000763,0.000763,64,0.000124,0,0,0,0.012907
1224,Exile,,4,0,4,4,0,4,4,0.356034,0.366945,0,0.009147,0.009147,20,0.000256,0,1,6,0.064618
1225,exin,,3,0,3,3,0,3,5,0.285126,0.294335,0,0.001176,0.001176,67,0.000176,0,1,3,0.014173
1226,exit,,4,5,9,4,5,9,5,0.322036,0.341915,0.000005,0.012475,0.012475,29,0.000174,0,0.861111,31,0.004123
1227,exitfest,,6,3,9,6,3,9,5,0.322036,0.341915,0.000005,0.012475,0.012475,29,0.000236,0,0.861111,31,0.044516
1228,experience,,16,7,23,16,7,23,5,0.344699,0.364973,0.000366,0.019909,0.019909,1,0.000427,0,0.533597,135,0.047789
1229,experimental,,3,2,5,3,2,5,5,0.310759,0.327255,0,0.006531,0.006531,68,0.000155,0,1,10,0.001946
1230,ExpoCentre,,1,3,4,1,3,4,5,0.300979,0.310949,0,0.003371,0.003371,59,0.000103,0,1,6,0.000584
1231,exposition,,0,3,3,0,3,3,5,0.310715,0.327029,0,0.006198,0.006198,68,0.000085,0,1,3,0
1232,eye,,4,7,11,4,7,11,5,0.322435,0.332603,0,0.011603,0.011603,26,0.000205,0,1,55,0.047257
1233,eye2eye,,2,1,3,2,1,3,5,0.308981,0.324439,0,0.003076,0.003076,67,0.000177,0,1,3,0.003438
1234,eyeer,,1,2,3,1,2,3,5,0.31159,0.332046,0,0.008027,0.008027,21,0.000109,0,1,3,0.000584
1235,eyes,,2,7,9,2,7,9,5,0.322952,0.336296,0,0.015995,0.015995,1,0.00017,0,1,36,0.03967
1236,eyewitness,,1,1,2,1,1,2,5,0.313043,0.33342,0,0.008247,0.008247,21,0.000178,0,1,1,0.004784
1237,F1,,65,86,151,76,105,181,4,0.398739,0.42666,0.02212,0.046104,0.046104,67,0.002559,0,0.044118,405,0.25653
1238,F1e,,2,0,2,2,0,2,5,0.285641,0.295201,0,0.001795,0.001795,67,0.000131,0,1,1,0.018949
1239,F1GP,,1,0,1,1,0,1,5,0.308937,0.324213,0,0.00282,0.00282,67,0.000106,0,0,0,0.026071
1240,f1jp,,1,0,1,2,0,2,5,0.285089,0.294109,0,0.001119,0.001119,67,0.000127,0,0,0,0.012941
1241,F1POTD,,0,2,2,0,2,2,5,0.285641,0.295201,0,0.001795,0.001795,67,0.000085,0,1,1,0
1242,F1qualifying,,4,5,9,4,6,10,4,0.362209,0.376826,0.000078,0.011932,0.011932,67,0.00017,0,0.571429,16,0.064169
1243,F1Show,,0,3,3,0,3,3,5,0.274537,0.282291,0,0.001019,0.001019,67,0.000085,0,1,3,0
1244,F1Silverstone,,0,2,2,0,2,2,4,0.358513,0.371424,0,0.009515,0.009515,67,0.000085,0,1,1,0
1245,f4f,,11,0,11,11,0,11,5,0.340746,0.3597,0,0.020255,0.020255,35,0.000832,0,1,55,0.150249
1246,fab,,0,4,4,0,4,4,5,0.311612,0.332159,0,0.008237,0.008237,21,0.000085,0,1,6,0
1247,face,,1,10,11,1,10,11,5,0.322013,0.328963,0,0.003134,0.003134,4,0.000122,0,1,55,0.01327
1248,faceart,,1,0,1,1,0,1,5,0.311546,0.33182,0,0.007638,0.007638,21,0.000149,0,0,0,0.058409
1249,facebook,,4,3,7,5,3,8,5,0.334567,0.35242,0.000051,0.009796,0.009796,20,0.000292,0,0.52381,11,0.06887
1250,facetime,,0,1,1,0,1,1,5,0.308937,0.324213,0,0.00282,0.00282,67,0.000085,0,0,0,0
1251,fact,,4,0,4,4,0,4,4,0.358572,0.37165,0.000102,0.009629,0.009629,67,0.000301,0,0.666667,4,0.069039
1252,FactCheck,,0,1,1,0,1,1,1,1,1,0,0,0,15,0.000085,22,0,0,0
1253,faded,,4,2,6,4,2,6,5,0.32199,0.341211,0.000002,0.009832,0.009832,21,0.000216,0,0.733333,11,0.068205
1254,fail,,3,2,5,3,2,5,4,0.361676,0.375621,0.000581,0.01146,0.01146,4,0.000211,0,0.4,4,0.024426
1255,fair,,3,2,5,3,2,5,5,0.322764,0.337651,0,0.007718,0.007718,35,0.000247,0,1,10,0.010556
1256,fairplay,,1,1,2,1,1,2,5,0.308959,0.324326,0,0.002891,0.002891,67,0.000121,0,1,1,0.000584
1257,FairTrade,,6,0,6,6,0,6,5,0.293381,0.303226,0,0.001557,0.001557,59,0.000584,0,1,15,0.021767
1258,falskye,,0,10,10,0,10,10,5,0.321242,0.341249,0,0.011861,0.011861,29,0.000085,0,1,45,0
1259,falun,,2,4,6,2,4,6,5,0.31078,0.327368,0,0.006711,0.006711,68,0.000129,0,1,15,0.040072
1260,Familia,,0,1,1,0,1,1,5,0.311546,0.33182,0,0.007638,0.007638,21,0.000085,0,0,0,0
1261,family,,31,32,63,32,33,65,4,0.420353,0.441941,0.007767,0.060795,0.060795,3,0.001027,0,0.17377,318,0.274422
1262,familybond,,2,0,2,2,0,2,5,0.312646,0.332874,0,0.00806,0.00806,21,0.000161,0,1,1,0.058993
1263,FamilyGuy,,11,1,12,11,1,12,5,0.320986,0.341136,0,0.01074,0.01074,2,0.000793,0,1,66,0.099426
1264,familytime,,3,1,4,3,1,4,5,0.311612,0.332159,0,0.008237,0.008237,21,0.000273,0,1,6,0.064798
1265,famous,,1,1,2,1,1,2,4,0.352436,0.363878,0,0.007635,0.007635,20,0.000121,0,1,1,0.000584
1266,fan,,3,3,6,3,3,6,5,0.346452,0.360641,0,0.017303,0.017303,68,0.000189,0,1,15,0.063574
1267,fangirling,,0,2,2,0,2,2,5,0.31751,0.329618,0,0.004482,0.004482,5,0.000085,0,1,1,0
1268,fans,,5,1,6,5,1,6,6,0.257907,0.265165,0,0.00043,0.00043,26,0.000279,0,1,15,0.00859
1269,fantasy,,4,1,5,4,1,5,5,0.316988,0.324706,0.000003,0.002941,0.002941,4,0.000248,0,0.7,7,0.024937
1270,farm,,0,4,4,0,4,4,5,0.300387,0.310524,0,0.004234,0.004234,26,0.000085,0,1,6,0
1271,Farmers,,1,5,6,1,5,6,5,0.293381,0.303226,0,0.001557,0.001557,59,0.000122,0,1,15,0.014886
1272,farming,,3,7,10,3,7,10,5,0.296009,0.306218,0,0.00204,0.00204,59,0.000169,0,0.933333,42,0.019536
1273,farra,,1,4,5,1,4,5,5,0.327515,0.34181,0,0.008997,0.008997,68,0.0001,0,1,10,0.000584
1274,fashion,,59,63,122,59,63,122,4,0.441344,0.465014,0.01318,0.117405,0.117405,26,0.001627,0,0.117599,868,0.332189
1275,fashiongirl,,11,1,12,11,1,12,5,0.322247,0.335618,0,0.016533,0.016533,1,0.000514,0,1,66,0.096124
1276,fashionshow,,1,2,3,1,2,3,5,0.309456,0.319493,0,0.003967,0.003967,29,0.000095,0,1,3,0.000584
1277,fashionweek,,4,2,6,4,2,6,5,0.317807,0.327766,0,0.006768,0.006768,1,0.00019,0,1,15,0.044235
1278,fatcats,,3,0,3,3,0,3,4,0.353646,0.365571,0,0.009157,0.009157,20,0.000153,0,1,3,0.062955
1279,FatKidProblems,,1,0,1,1,0,1,5,0.311546,0.33182,0,0.007638,0.007638,21,0.000149,0,0,0,0.058409
1280,favband,,1,1,2,1,1,2,4,0.352941,0.364461,0,0.008189,0.008189,68,0.000164,0,1,1,0.005479
1281,fave,,5,0,5,5,0,5,5,0.320266,0.328561,0,0.004079,0.004079,1,0.000434,0,1,10,0.039106
1282,favorite,,5,8,13,5,8,13,5,0.316693,0.333872,0.00001,0.009723,0.009723,26,0.000155,0,0.484848,32,0.005798
1283,FavoriteBand,,1,0,1,1,0,1,5,0.300427,0.310814,0,0.003178,0.003178,1,0.000123,0,0,0,0.026836
1284,favoritesong,,0,4,4,0,4,4,5,0.311612,0.332159,0,0.008237,0.008237,21,0.000085,0,1,6,0
1285,favourite,,4,0,4,4,0,4,5,0.321662,0.336804,0,0.008003,0.008003,20,0.000284,0,1,6,0.055493
1286,favouriteband,,2,0,2,2,0,2,4,0.352632,0.364141,0,0.007846,0.007846,1,0.000123,0,1,1,0.052574
1287,Favourites,,1,0,1,1,0,1,5,0.299129,0.307528,0,0.001501,0.001501,20,0.000102,0,0,0,0.010572
1288,FavouriteWorstNightmare,,1,1,2,1,1,2,5,0.292509,0.301283,0,0.001655,0.001655,5,0.000103,0,1,1,0.008999
1289,fb,,9,3,12,10,3,13,4,0.403978,0.422783,0.001468,0.026232,0.026232,20,0.000525,0,0.242424,16,0.153439
1290,fbloggers,,6,6,12,6,6,12,5,0.349984,0.364657,0.000207,0.015761,0.015761,26,0.000223,0,0.712121,47,0.050291
1291,fe,,3,6,9,3,6,9,5,0.314556,0.325858,0,0.007789,0.007789,29,0.000116,0,1,36,0.001946
1292,FeastDay,,1,1,2,1,1,2,4,0.352436,0.363878,0,0.007635,0.007635,20,0.000113,0,1,1,0.048919
1293,Fed,,1,1,2,1,1,2,5,0.293303,0.30498,0,0.002119,0.002119,67,0.000104,0,1,1,0.017451
1294,Federer,,1,3,4,1,3,4,5,0.293323,0.305093,0,0.002172,0.002172,67,0.000104,0,1,3,0.017451
1295,feefalooandeudestar,,1,0,1,1,0,1,5,0.311546,0.33182,0,0.007638,0.007638,21,0.000149,0,0,0,0.058409
1296,feelingconfident,,0,1,1,0,1,1,5,0.308937,0.324213,0,0.00282,0.00282,67,0.000085,0,0,0,0
1297,FeelingGood,,0,5,5,0,5,5,4,0.360968,0.374868,0,0.011961,0.011961,29,0.000085,0,1,10,0
1298,feelinlovely,,7,0,7,7,0,7,5,0.319457,0.339386,0,0.010704,0.010704,21,0.000271,0,1,21,0.070008
1299,feelit,,0,2,2,0,2,2,5,0.296485,0.307321,0,0.001194,0.001194,3,0.000085,0,1,1,0
1300,feestje,,1,0,1,1,0,1,5,0.310671,0.326803,0,0.005897,0.005897,68,0.000117,0,0,0,0.039488
1301,felicidad,,3,1,4,3,1,4,5,0.325182,0.344847,0,0.012633,0.012633,1,0.000189,0,1,6,0.071563
1302,Fencing,,1,2,3,1,2,3,5,0.30104,0.310799,0,0.002969,0.002969,59,0.000254,0,1,3,0.002524
1303,Feria,,0,5,5,0,5,5,5,0.320707,0.340421,0,0.010534,0.010534,35,0.000085,0,1,10,0
1304,ferocity,,1,0,1,1,0,1,5,0.308937,0.324213,0,0.00282,0.00282,67,0.000106,0,0,0,0.026071
1305,ferrari,,1,2,3,1,2,3,5,0.290475,0.300199,0,0.002085,0.002085,67,0.000106,0,1,1,0.012941
1306,FerrariItaFans,,5,0,5,5,0,5,5,0.28577,0.29569,0,0.001969,0.001969,67,0.00018,0,1,10,0.021811
1307,Ferraristi,,1,4,5,1,4,5,5,0.28577,0.29569,0,0.001969,0.001969,67,0.0001,0,1,10,0.000584
1308,feshane,,6,4,10,6,4,10,5,0.323992,0.339288,0,0.009255,0.009255,35,0.000192,0,1,45,0.046441
1309,fespa2013,,0,1,1,0,1,1,4,0.352407,0.363765,0,0.00745,0.00745,20,0.000085,0,0,0,0
1310,festical,,0,1,1,0,1,1,5,0.315295,0.322324,0,0.003128,0.003128,29,0.000085,0,0,0,0
1311,Festiv,,3,0,3,3,0,3,5,0.302604,0.309662,0,0.001544,0.001544,59,0.000223,0,1,3,0.01183
1312,Festival,,308,325,633,329,344,673,4,0.450641,0.509824,0.14638,0.243027,0.243027,68,0.013027,0,0.010801,2026,0.723653
1313,festivalchic,,1,0,1,1,0,1,4,0.352407,0.363765,0,0.00745,0.00745,20,0.000113,0,0,0,0.048919
1314,festivalenvy,,0,1,1,0,1,1,5,0.310584,0.321921,0,0.002954,0.002954,20,0.000085,0,0,0,0
1315,festivalfashion,,0,4,4,0,4,4,4,0.334517,0.343383,0,0.005675,0.005675,20,0.000085,0,1,6,0
1316,festivalfreak,,0,2,2,0,2,2,4,0.352464,0.363915,0,0.007846,0.007846,20,0.000085,0,1,1,0
1317,festivallove,,2,0,2,2,0,2,5,0.310628,0.322072,0.000427,0.002956,0.002956,20,0.000188,0,0,0,0.024504
1318,festivals,,4,3,7,4,3,7,4,0.375923,0.393104,0.000915,0.016808,0.016808,20,0.000212,0,0.380952,8,0.112911
1319,festivalscourfs,,0,1,1,0,1,1,5,0.310584,0.321921,0,0.002954,0.002954,20,0.000085,0,0,0,0
1320,festivaltips,,0,1,1,0,1,1,4,0.352407,0.363765,0,0.00745,0.00745,20,0.000085,0,0,0,0
1321,festivaltwat,,0,1,1,0,1,1,4,0.352407,0.363765,0,0.00745,0.00745,20,0.000085,0,0,0,0
1322,FestivalWankers,,1,0,1,1,0,1,4,0.352407,0.363765,0,0.00745,0.00745,20,0.000113,0,0,0,0.048919
1323,festivalwear,,10,0,10,10,0,10,5,0.320568,0.336126,0,0.008298,0.008298,68,0.000759,0,1,45,0.064417
1324,Fete,,1,0,1,1,0,1,1,1,1,0,0,0,46,0.000157,26,0,0,0.000584
1325,ff,,4,1,5,4,1,5,5,0.305991,0.315248,0.000431,0.002292,0.002292,59,0.000215,0,0.5,5,0.02402
1326,ffc,,3,3,6,3,3,6,4,0.359737,0.373513,0.000037,0.011227,0.011227,20,0.000208,0,0.466667,7,0.051287
1327,FIFA,,1,5,6,1,5,6,5,0.311787,0.323494,0.000235,0.002403,0.002403,20,0.000102,0,0.466667,7,0.010572
1328,fifty,,1,0,1,1,0,1,5,0.311546,0.33182,0,0.007638,0.007638,21,0.000149,0,0,0,0.058409
1329,Film,,10,7,17,10,8,18,5,0.32917,0.344151,0.000038,0.010027,0.010027,68,0.000346,0,0.286765,39,0.010991
1330,filming,,2,0,2,2,0,2,5,0.321639,0.336326,0,0.006787,0.006787,21,0.000166,0,1,1,0.047171
1331,Filmmakers,,3,0,3,3,0,3,5,0.309369,0.317886,0,0.00263,0.00263,59,0.000173,0,1,3,0.025541
1332,filth,,0,1,1,0,1,1,5,0.299898,0.311544,0,0.003395,0.003395,29,0.000085,0,0,0,0
1333,Final,,10,3,13,10,3,13,5,0.324301,0.335268,0.000299,0.005625,0.005625,59,0.000458,0,0.461538,36,0.054291
1334,find,,0,2,2,0,2,2,5,0.310693,0.326916,0,0.006044,0.006044,68,0.000085,0,1,1,0
1335,fine,,12,4,16,12,4,16,5,0.322576,0.336446,0.000003,0.019249,0.019249,1,0.000422,0,0.908333,109,0.09622
1336,finedining,,4,5,9,4,5,9,5,0.338843,0.358284,0.000163,0.01529,0.01529,26,0.000209,0,0.666667,24,0.026738
1337,finish,,0,8,8,0,8,8,5,0.32066,0.328692,0,0.005268,0.005268,26,0.000085,0,1,28,0
1338,FinishItInTwo,,1,0,1,1,0,1,5,0.308937,0.324213,0,0.00282,0.00282,67,0.000106,0,0,0,0.026071
1339,finland,,1,6,7,1,6,7,5,0.31311,0.329976,0,0.009261,0.009261,29,0.00009,0,1,21,0.001008
1340,finsburypark,,0,1,1,0,1,1,1,1,1,0,0,0,0,0.000085,1,0,0,0
1341,Fire,,0,6,6,0,6,6,5,0.31667,0.337297,0.000619,0.008193,0.008193,5,0.000085,0,0.266667,4,0
1342,firequeen,,0,2,2,0,2,2,5,0.311568,0.331933,0,0.007828,0.007828,21,0.000085,0,1,1,0
1343,FIREWORK,,0,2,2,0,2,2,5,0.313998,0.334135,0,0.008433,0.008433,21,0.000085,0,1,1,0
1344,first,,0,5,5,0,5,5,5,0.300509,0.311265,0,0.00372,0.00372,1,0.000085,0,1,10,0
1345,firstticket,,1,1,2,1,1,2,5,0.282578,0.293296,0,0.000782,0.000782,64,0.000124,0,1,1,0.012907
1346,FirstWorldProblems,,2,2,4,2,2,4,5,0.325421,0.342243,0,0.00591,0.00591,67,0.000165,0,0.833333,5,0.02037
1347,fish,,1,0,1,1,0,1,1,1,1,0,0,0,57,0.000157,27,0,0,0.000584
1348,fishfingersarnies,,0,1,1,0,1,1,5,0.294376,0.301765,0,0.001061,0.001061,20,0.000085,0,0,0,0
1349,fishmarket,,4,1,5,4,1,5,5,0.300509,0.311265,0,0.00372,0.00372,1,0.000248,0,1,10,0.005268
1350,fitness,,2,6,8,2,6,8,5,0.345075,0.368808,0.000376,0.014897,0.014897,68,0.000167,0,0.428571,12,0.058993
1351,fits,,4,1,5,4,1,5,6,0.266972,0.276189,0,0.002368,0.002368,26,0.000189,0,1,10,0.018313
1352,Flag,,3,5,8,3,5,8,4,0.360029,0.373965,0.000008,0.01208,0.01208,20,0.000182,0,0.619048,13,0.05534
1353,flags,,6,7,13,6,7,13,4,0.379597,0.397584,0.00005,0.024116,0.024116,68,0.000283,0,0.545455,30,0.149269
1354,flare,,2,0,2,2,0,2,4,0.354155,0.366174,0,0.008978,0.008978,5,0.000132,0,1,1,0.057918
1355,flight,,11,7,18,11,7,18,5,0.314936,0.326679,0,0.016453,0.016453,26,0.000278,0,1,153,0.0652
1356,flightattendant,,3,1,4,3,1,4,5,0.311612,0.332159,0,0.008237,0.008237,21,0.000189,0,1,6,0.001946
1357,flipCup,,0,4,4,0,4,4,5,0.326645,0.345054,0,0.010136,0.010136,35,0.000085,0,1,6,0
1358,FlipperKF,,0,1,1,0,1,1,5,0.293284,0.304867,0,0.002065,0.002065,67,0.000085,0,0,0,0
1359,Floormat,,3,1,4,3,1,4,4,0.353787,0.36576,0,0.008947,0.008947,67,0.000143,0,1,6,0.059775
1360,Florida,,15,17,32,15,18,33,5,0.381297,0.403726,0.002638,0.030528,0.030528,68,0.000427,0,0.22379,111,0.123075
1361,flower,,5,3,8,5,4,9,4,0.37323,0.389924,0.000112,0.019153,0.019153,68,0.000633,0,0.571429,16,0.06507
1362,flowerpower,,1,0,1,1,0,1,4,0.352407,0.363765,0,0.00745,0.00745,20,0.000113,0,0,0,0.048919
1363,flowers,,7,1,8,7,1,8,5,0.339492,0.35519,0,0.011198,0.011198,3,0.000474,0,1,28,0.090375
1364,flowing,,1,1,2,1,1,2,5,0.311568,0.331933,0,0.007828,0.007828,21,0.000121,0,1,1,0.000584
1365,fly,,14,8,22,14,8,22,5,0.335582,0.353433,0.000193,0.022692,0.022692,26,0.000374,0,0.705628,163,0.101646
1366,fml,,104,134,238,106,136,242,4,0.39381,0.428504,0.081439,0.031443,0.031443,64,0.006155,0,0.008224,230,0.213902
1367,Foals,,4,5,9,4,5,9,4,0.370947,0.385219,0.000022,0.017903,0.017903,20,0.000201,0,0.714286,15,0.081926
1368,Foam,,1,4,5,1,4,5,6,0.268494,0.278158,0,0.002455,0.002455,4,0.0001,0,1,10,0.000584
1369,FOB,,0,2,2,0,2,2,5,0.299919,0.311657,0,0.003479,0.003479,29,0.000085,0,1,1,0
1370,focus,,1,1,2,1,1,2,5,0.293323,0.305017,0,0.00231,0.00231,20,0.000104,0,1,1,0.017451
1371,foe,,11,0,11,11,0,11,5,0.342168,0.358044,0,0.015094,0.015094,3,0.000577,0,1,55,0.114205
1372,folami,,0,4,4,0,4,4,5,0.327442,0.33686,0,0.004936,0.004936,20,0.000085,0,1,6,0
1373,folklor,,0,10,10,0,10,10,5,0.323992,0.339288,0,0.009255,0.009255,35,0.000085,0,1,45,0
1374,follow,,33,6,39,34,6,40,5,0.38659,0.406756,0.001643,0.042238,0.042238,3,0.00127,0,0.271693,191,0.250466
1375,follow4follow,,9,0,9,9,0,9,5,0.325469,0.336401,0,0.011313,0.011313,26,0.000635,0,0.972222,35,0.082725
1376,followforfollow,,7,2,9,7,2,9,5,0.320266,0.32937,0,0.006292,0.006292,4,0.000328,0,1,36,0.050345
1377,following,,0,1,1,0,1,1,4,0.352407,0.363765,0,0.00745,0.00745,20,0.000085,0,0,0,0
1378,followme,,39,13,52,39,13,52,4,0.397308,0.41821,0.00496,0.053924,0.053924,26,0.001689,0,0.199095,264,0.245291
1379,Followwwwwww,,1,1,2,1,1,2,5,0.311568,0.331933,0,0.00786,0.00786,21,0.000149,0,1,1,0.058409
1380,FollowZod,,1,0,1,1,0,1,5,0.308937,0.324213,0,0.00282,0.00282,67,0.000106,0,0,0,0.026071
