Source,Target,Type,Weight
2000,3806,undirected,1
2000,1663,undirected,2
207,2430,undirected,1
207,3806,undirected,1
207,1663,undirected,1
2430,3806,undirected,1
3806,1663,undirected,2
2375,805,undirected,1
85,2208,undirected,1
85,813,undirected,1
85,2375,undirected,1
85,1965,undirected,1
85,2191,undirected,1
2208,813,undirected,1
2208,2375,undirected,1
2208,1965,undirected,1
2208,2191,undirected,1
813,2375,undirected,2
813,1965,undirected,1
813,2191,undirected,1
2375,1965,undirected,1
2375,2191,undirected,1
1965,2191,undirected,1
1761,1043,undirected,1
1761,1663,undirected,1
1761,3663,undirected,1
1761,3505,undirected,1
1761,238,undirected,1
1043,1663,undirected,1
1043,3663,undirected,1
1043,3505,undirected,1
1043,238,undirected,1
1663,3663,undirected,1
1663,3505,undirected,1
1663,238,undirected,1
3663,3505,undirected,1
3663,238,undirected,1
3505,238,undirected,1
1366,4005,undirected,1
1589,3354,undirected,10
479,1084,undirected,1
479,2990,undirected,1
479,2779,undirected,1
479,1981,undirected,1
479,1312,undirected,1
1084,2990,undirected,4
1084,2779,undirected,1
1084,1981,undirected,1
1084,1312,undirected,4
2990,2779,undirected,1
2990,1981,undirected,1
2990,1312,undirected,26
2779,1981,undirected,1
2779,1312,undirected,1
1981,1312,undirected,1
3233,1182,undirected,1
3233,502,undirected,1
3233,2430,undirected,2
3233,2333,undirected,1
1182,502,undirected,1
1182,2333,undirected,1
502,2430,undirected,1
502,2333,undirected,1
2430,2333,undirected,1
824,1368,undirected,1
824,1858,undirected,1
824,2574,undirected,1
824,3053,undirected,1
824,3292,undirected,1
1368,1858,undirected,1
1368,2574,undirected,1
1368,3053,undirected,1
1368,3292,undirected,1
1858,2574,undirected,1
1858,3053,undirected,1
1858,3292,undirected,1
2574,3053,undirected,1
2574,3292,undirected,1
3053,3292,undirected,1
1695,1312,undirected,1
1695,1259,undirected,1
1695,180,undirected,1
1695,2846,undirected,1
1695,2276,undirected,1
1695,1064,undirected,1
1312,1259,undirected,1
1312,180,undirected,1
1312,2846,undirected,1
1312,2276,undirected,1
1312,1064,undirected,1
1259,180,undirected,1
1259,2846,undirected,1
1259,2276,undirected,1
1259,1064,undirected,1
180,2846,undirected,1
180,2276,undirected,1
180,1064,undirected,1
2846,2276,undirected,1
2846,1064,undirected,1
2276,1064,undirected,1
1343,1663,undirected,1
1343,470,undirected,1
1601,1602,undirected,1
1601,2375,undirected,1
1601,4036,undirected,1
1601,130,undirected,1
1601,4234,undirected,1
1601,855,undirected,1
1601,854,undirected,1
1601,2430,undirected,1
1601,4154,undirected,1
1602,2375,undirected,1
1602,4036,undirected,1
1602,130,undirected,1
1602,4234,undirected,1
1602,855,undirected,1
1602,854,undirected,1
1602,2430,undirected,1
1602,4154,undirected,1
2375,4036,undirected,1
2375,130,undirected,9
2375,4234,undirected,1
2375,855,undirected,1
2375,854,undirected,1
2375,4154,undirected,1
4036,130,undirected,1
4036,4234,undirected,1
4036,855,undirected,1
4036,854,undirected,1
4036,2430,undirected,1
4036,4154,undirected,1
130,4234,undirected,2
130,855,undirected,1
130,854,undirected,3
130,2430,undirected,205
130,4154,undirected,2
4234,855,undirected,1
4234,854,undirected,1
4234,2430,undirected,1
4234,4154,undirected,1
855,854,undirected,1
855,2430,undirected,1
855,4154,undirected,1
854,2430,undirected,2
854,4154,undirected,1
2430,4154,undirected,1
809,1554,undirected,30
1312,1554,undirected,30
1366,4302,undirected,1
1858,20,undirected,1
1858,1625,undirected,1
20,1625,undirected,1
3561,933,undirected,3
3561,934,undirected,4
3561,2909,undirected,1
3561,3331,undirected,1
3561,2637,undirected,1
3561,2316,undirected,2
3561,3039,undirected,3
3561,3035,undirected,4
3561,3042,undirected,4
3561,1335,undirected,2
3561,1636,undirected,5
3561,880,undirected,2
933,934,undirected,3
933,2909,undirected,1
933,3331,undirected,1
933,2637,undirected,1
933,2316,undirected,3
933,2375,undirected,3
933,3039,undirected,3
933,3035,undirected,3
933,3042,undirected,3
933,1335,undirected,2
933,1636,undirected,3
933,880,undirected,2
934,2909,undirected,1
934,3331,undirected,1
934,2637,undirected,1
934,2316,undirected,2
934,2375,undirected,4
934,3039,undirected,3
934,3035,undirected,4
934,3042,undirected,4
934,1335,undirected,2
934,1636,undirected,3
934,880,undirected,2
2909,3331,undirected,2
2909,2637,undirected,1
2909,2316,undirected,1
2909,2375,undirected,1
2909,3039,undirected,1
2909,3035,undirected,1
2909,3042,undirected,1
2909,1335,undirected,1
2909,1636,undirected,2
2909,880,undirected,1
3331,2637,undirected,1
3331,2316,undirected,1
3331,2375,undirected,1
3331,3039,undirected,1
3331,3035,undirected,1
3331,3042,undirected,1
3331,1335,undirected,1
3331,1636,undirected,2
3331,880,undirected,1
2637,2316,undirected,1
2637,2375,undirected,1
2637,3039,undirected,1
2637,3035,undirected,1
2637,3042,undirected,1
2637,1335,undirected,1
2637,1636,undirected,1
2637,880,undirected,1
2316,3039,undirected,2
2316,3035,undirected,2
2316,3042,undirected,3
2316,1335,undirected,1
2316,1636,undirected,4
2316,880,undirected,1
2375,3039,undirected,3
2375,3035,undirected,4
2375,3042,undirected,6
2375,1335,undirected,2
2375,1636,undirected,4
2375,880,undirected,2
3039,3035,undirected,3
3039,3042,undirected,3
3039,1335,undirected,2
3039,1636,undirected,3
3039,880,undirected,2
3035,3042,undirected,7
3035,1335,undirected,2
3035,1636,undirected,3
3035,880,undirected,2
3042,1335,undirected,2
3042,1636,undirected,4
3042,880,undirected,2
1335,1636,undirected,2
1335,880,undirected,2
1636,880,undirected,2
316,421,undirected,2
316,1228,undirected,2
316,1663,undirected,2
316,1855,undirected,2
316,243,undirected,2
316,40,undirected,2
316,1205,undirected,2
316,2990,undirected,2
421,1228,undirected,2
421,1663,undirected,2
421,1855,undirected,2
421,243,undirected,2
421,40,undirected,2
421,1205,undirected,2
421,2990,undirected,2
1228,1663,undirected,2
1228,1855,undirected,2
1228,243,undirected,2
1228,40,undirected,2
1228,1205,undirected,2
1228,2990,undirected,2
1663,1855,undirected,2
1663,243,undirected,3
1663,40,undirected,2
1663,1205,undirected,2
1855,243,undirected,2
1855,40,undirected,2
1855,1205,undirected,2
1855,2990,undirected,2
243,40,undirected,2
243,1205,undirected,2
243,2990,undirected,2
40,1205,undirected,2
40,2990,undirected,2
1205,2990,undirected,5
3751,962,undirected,1
3751,1366,undirected,1
3751,83,undirected,1
962,1366,undirected,1
962,83,undirected,1
1366,83,undirected,1
173,1589,undirected,2
413,1778,undirected,2
413,3509,undirected,2
413,2990,undirected,2
413,4311,undirected,2
413,1394,undirected,3
413,1501,undirected,2
1778,3509,undirected,2
1778,2990,undirected,2
1778,4311,undirected,2
1778,1394,undirected,2
1778,1501,undirected,2
3509,2990,undirected,2
3509,4311,undirected,2
3509,1394,undirected,2
3509,1501,undirected,2
2990,4311,undirected,2
2990,1394,undirected,2
2990,1501,undirected,2
4311,1394,undirected,2
4311,1501,undirected,2
1394,1501,undirected,2
1589,1178,undirected,6
1312,1178,undirected,4
175,333,undirected,46
1024,2375,undirected,2
1024,1160,undirected,2
1024,81,undirected,2
1024,3372,undirected,2
1024,500,undirected,2
2375,1160,undirected,2
2375,81,undirected,2
2375,3372,undirected,2
2375,500,undirected,2
1160,81,undirected,3
1160,3372,undirected,3
1160,500,undirected,2
81,3372,undirected,3
81,500,undirected,2
3372,500,undirected,2
2709,1205,undirected,1
1205,2375,undirected,1
1366,4034,undirected,1
1182,3019,undirected,1
1182,2462,undirected,1
3019,2462,undirected,1
1366,3777,undirected,1
1858,2188,undirected,1
964,2188,undirected,1
965,2188,undirected,1
2188,2008,undirected,1
2733,1041,undirected,1
2733,314,undirected,1
2733,1939,undirected,1
1041,314,undirected,1
1041,1939,undirected,1
314,1939,undirected,1
981,2,undirected,1
981,1366,undirected,1
981,1952,undirected,1
981,1936,undirected,1
981,1523,undirected,1
2,1366,undirected,1
2,1952,undirected,1
2,1936,undirected,1
2,1523,undirected,1
1366,1952,undirected,1
1366,1936,undirected,1
1366,1523,undirected,1
1952,1936,undirected,1
1952,1523,undirected,1
1936,1523,undirected,1
175,1312,undirected,3
1589,1576,undirected,5
1589,1599,undirected,1
1576,1599,undirected,1
2108,4043,undirected,1
2108,342,undirected,1
2108,1516,undirected,1
4043,1516,undirected,1
342,1516,undirected,1
3502,2375,undirected,1
3502,4295,undirected,1
3502,2638,undirected,1
2375,4295,undirected,1
2375,2638,undirected,1
4295,2638,undirected,1
2978,1182,undirected,1
1872,2745,undirected,1
1872,413,undirected,1
2745,413,undirected,1
1514,1663,undirected,1
1514,1440,undirected,1
1514,1301,undirected,1
1514,2316,undirected,1
1663,1301,undirected,1
1663,2316,undirected,5
1440,1301,undirected,1
1440,2316,undirected,1
1301,2316,undirected,1
757,758,undirected,2
757,1858,undirected,2
758,1858,undirected,2
1589,2823,undirected,2
1570,1165,undirected,1
2375,813,undirected,11
2375,2221,undirected,2
1539,813,undirected,4
1539,2221,undirected,2
813,2221,undirected,2
3114,407,undirected,1
3114,1468,undirected,1
3114,65,undirected,1
3114,1858,undirected,1
3114,1440,undirected,1
3114,2263,undirected,1
407,1468,undirected,1
407,65,undirected,1
407,1858,undirected,1
407,1440,undirected,7
407,2263,undirected,1
1468,65,undirected,1
1468,1858,undirected,1
1468,1440,undirected,1
1468,2263,undirected,1
65,1858,undirected,1
65,1440,undirected,1
65,2263,undirected,1
1858,1440,undirected,1
1858,2263,undirected,1
1310,2709,undirected,1
3016,2375,undirected,1
3016,813,undirected,1
1887,1312,undirected,2
1460,1715,undirected,2
1858,1963,undirected,1
1858,3605,undirected,1
1858,1940,undirected,1
1963,3605,undirected,1
1963,1940,undirected,1
3605,1940,undirected,1
1589,4509,undirected,4
1542,685,undirected,1
1858,685,undirected,1
214,395,undirected,2
214,3803,undirected,2
214,1312,undirected,2
214,396,undirected,2
395,3803,undirected,2
395,1312,undirected,2
395,396,undirected,2
3803,396,undirected,2
1312,396,undirected,2
1589,3982,undirected,1
2707,2375,undirected,4
2707,4269,undirected,1
2707,508,undirected,1
2707,3430,undirected,1
2375,4269,undirected,1
2375,508,undirected,1
2375,3430,undirected,2
4269,508,undirected,1
4269,3430,undirected,1
508,3430,undirected,1
175,2772,undirected,1
1948,1858,undirected,1
1948,3332,undirected,1
1858,3332,undirected,1
792,1858,undirected,1
2988,2589,undirected,2
2988,3313,undirected,2
2988,1382,undirected,2
2988,1312,undirected,2
2988,4218,undirected,2
2988,1360,undirected,2
2988,346,undirected,2
2988,3312,undirected,1
2589,3313,undirected,2
2589,1382,undirected,3
2589,1312,undirected,3
2589,4218,undirected,2
2589,1360,undirected,3
2589,346,undirected,2
2589,3312,undirected,1
3313,1382,undirected,2
3313,1312,undirected,2
3313,4218,undirected,2
3313,1360,undirected,2
3313,346,undirected,2
3313,3312,undirected,1
1382,1312,undirected,3
1382,4218,undirected,2
1382,1360,undirected,3
1382,346,undirected,2
1382,3312,undirected,1
1312,4218,undirected,2
1312,1360,undirected,3
1312,346,undirected,2
1312,3312,undirected,1
4218,1360,undirected,2
4218,346,undirected,2
4218,3312,undirected,1
1360,346,undirected,2
1360,3312,undirected,1
346,3312,undirected,1
68,2430,undirected,1
68,972,undirected,1
68,1044,undirected,1
68,3888,undirected,1
68,2383,undirected,1
68,268,undirected,1
68,1440,undirected,1
68,1261,undirected,1
68,3877,undirected,1
68,3050,undirected,1
68,384,undirected,1
68,1858,undirected,1
68,1170,undirected,1
68,299,undirected,1
68,1388,undirected,2
68,1736,undirected,1
2430,972,undirected,1
2430,1044,undirected,1
2430,3888,undirected,1
2430,2383,undirected,1
2430,268,undirected,1
2430,1440,undirected,3
2430,1261,undirected,1
2430,3877,undirected,1
2430,3050,undirected,1
2430,384,undirected,1
2430,1858,undirected,1
2430,1170,undirected,1
2430,299,undirected,1
2430,1388,undirected,1
2430,1736,undirected,1
972,1044,undirected,1
972,3888,undirected,1
972,2383,undirected,1
972,268,undirected,1
972,1440,undirected,1
972,1261,undirected,1
972,3877,undirected,1
972,3050,undirected,1
972,384,undirected,1
972,1858,undirected,1
972,1170,undirected,1
972,299,undirected,1
972,1388,undirected,1
972,1736,undirected,1
1044,3888,undirected,1
1044,2383,undirected,1
1044,268,undirected,1
1044,1440,undirected,1
1044,1261,undirected,1
1044,3877,undirected,1
1044,3050,undirected,1
1044,384,undirected,1
1044,1858,undirected,1
1044,1170,undirected,1
1044,299,undirected,1
1044,1388,undirected,1
1044,1736,undirected,1
3888,2383,undirected,1
3888,268,undirected,1
3888,1440,undirected,1
3888,1261,undirected,1
3888,3877,undirected,1
3888,3050,undirected,1
3888,384,undirected,1
3888,1858,undirected,1
3888,1170,undirected,1
3888,299,undirected,1
3888,1388,undirected,1
3888,1736,undirected,1
2383,268,undirected,1
2383,1440,undirected,1
2383,1261,undirected,1
2383,3877,undirected,1
2383,3050,undirected,1
2383,384,undirected,1
2383,1858,undirected,1
2383,1170,undirected,1
2383,299,undirected,1
2383,1388,undirected,1
2383,1736,undirected,1
268,1440,undirected,1
268,1261,undirected,1
268,3877,undirected,1
268,3050,undirected,1
268,384,undirected,1
268,1858,undirected,1
268,1170,undirected,1
268,299,undirected,1
268,1388,undirected,1
268,1736,undirected,1
1440,1261,undirected,1
1440,3877,undirected,1
1440,3050,undirected,1
1440,384,undirected,1
1440,1858,undirected,1
1440,1170,undirected,1
1440,299,undirected,1
1440,1388,undirected,1
1440,1736,undirected,1
1261,3877,undirected,1
1261,3050,undirected,1
1261,384,undirected,1
1261,1858,undirected,1
1261,1170,undirected,1
1261,299,undirected,1
1261,1388,undirected,1
1261,1736,undirected,1
3877,3050,undirected,1
3877,384,undirected,1
3877,1858,undirected,1
3877,1170,undirected,1
3877,299,undirected,1
3877,1388,undirected,1
3877,1736,undirected,1
3050,384,undirected,1
3050,1858,undirected,1
3050,1170,undirected,1
3050,299,undirected,1
3050,1388,undirected,1
3050,1736,undirected,1
384,1858,undirected,1
384,1170,undirected,1
384,299,undirected,1
384,1388,undirected,1
384,1736,undirected,1
1858,1170,undirected,1
1858,299,undirected,1
1858,1388,undirected,1
1858,1736,undirected,1
1170,299,undirected,1
1170,1388,undirected,1
1170,1736,undirected,1
299,1388,undirected,1
299,1736,undirected,1
1388,1736,undirected,1
1858,1434,undirected,1
1858,1866,undirected,1
1434,1866,undirected,1
333,1572,undirected,14
29,1572,undirected,4
29,1589,undirected,4
1572,1589,undirected,40
1589,1716,undirected,1
3430,2663,undirected,2
3430,532,undirected,1
3430,2079,undirected,1
3430,1858,undirected,1
3430,3362,undirected,1
3430,2043,undirected,1
3430,4240,undirected,1
3430,4241,undirected,1
3430,4242,undirected,1
2663,532,undirected,1
2663,2079,undirected,1
2663,3362,undirected,1
2663,2043,undirected,1
2663,4240,undirected,1
2663,4241,undirected,1
2663,4242,undirected,1
532,2079,undirected,1
532,1858,undirected,1
532,3362,undirected,1
532,2043,undirected,1
532,4240,undirected,1
532,4241,undirected,1
532,4242,undirected,1
2079,1858,undirected,1
2079,3362,undirected,1
2079,2043,undirected,1
2079,4240,undirected,1
2079,4241,undirected,1
2079,4242,undirected,1
1858,3362,undirected,1
1858,2043,undirected,1
1858,4240,undirected,1
1858,4242,undirected,1
3362,2043,undirected,1
3362,4240,undirected,1
3362,4241,undirected,1
3362,4242,undirected,1
2043,4240,undirected,1
2043,4241,undirected,1
2043,4242,undirected,1
4240,4241,undirected,1
4240,4242,undirected,1
4241,4242,undirected,1
1570,3512,undirected,1
1589,1182,undirected,33
1589,4350,undirected,1
4448,1858,undirected,1
2375,2003,undirected,1
2375,3045,undirected,1
2430,2003,undirected,1
2430,3045,undirected,3
2262,2003,undirected,1
2262,3045,undirected,1
1589,4123,undirected,1
303,1466,undirected,2
303,1440,undirected,4
303,1759,undirected,1
303,1724,undirected,1
303,3138,undirected,1
303,4033,undirected,1
303,74,undirected,2
303,2709,undirected,1
1466,1759,undirected,1
1466,3453,undirected,1
1466,1724,undirected,1
1466,3138,undirected,1
1466,4033,undirected,1
1466,74,undirected,1
1440,1759,undirected,1
1440,3453,undirected,1
1440,1724,undirected,1
1440,3138,undirected,1
1440,4033,undirected,1
1440,74,undirected,3
1440,2709,undirected,16
1759,3453,undirected,1
1759,1663,undirected,1
1759,1724,undirected,1
1759,3138,undirected,1
1759,4033,undirected,1
1759,74,undirected,1
1759,2709,undirected,1
3453,1724,undirected,1
3453,3138,undirected,1
3453,4033,undirected,1
3453,74,undirected,1
3453,2709,undirected,1
1663,1724,undirected,1
1663,3138,undirected,1
1663,4033,undirected,3
1663,74,undirected,3
1663,2709,undirected,10
1724,3138,undirected,1
1724,4033,undirected,1
1724,74,undirected,1
1724,2709,undirected,1
3138,4033,undirected,1
3138,74,undirected,1
3138,2709,undirected,1
4033,74,undirected,1
4033,2709,undirected,2
74,2709,undirected,1
3826,1677,undirected,1
869,1041,undirected,1
869,413,undirected,1
869,1394,undirected,1
869,122,undirected,1
869,2998,undirected,1
869,3045,undirected,1
1041,413,undirected,1
1041,1394,undirected,1
1041,122,undirected,1
1041,2998,undirected,1
1041,3045,undirected,1
413,122,undirected,1
413,2998,undirected,1
413,3045,undirected,1
1394,122,undirected,1
1394,2998,undirected,1
1394,3045,undirected,1
122,2998,undirected,1
122,3045,undirected,1
2998,3045,undirected,1
3514,1570,undirected,1
1898,1570,undirected,1
1663,1703,undirected,1
1589,1693,undirected,1
1589,4083,undirected,1
1589,1919,undirected,1
4387,1693,undirected,1
4387,4083,undirected,1
4387,1919,undirected,1
1693,4083,undirected,1
1693,1919,undirected,1
4083,1919,undirected,1
1570,3233,undirected,1
4387,3233,undirected,1
1366,3233,undirected,1
2397,1182,undirected,1
793,413,undirected,1
2375,2719,undirected,1
2375,2140,undirected,1
1539,2719,undirected,1
1539,2140,undirected,1
813,2719,undirected,1
813,2140,undirected,1
2719,2709,undirected,4
2719,2221,undirected,1
2719,2140,undirected,1
2709,2221,undirected,1
2709,2140,undirected,1
2221,2140,undirected,1
1858,3053,undirected,1
1858,3055,undirected,1
964,3053,undirected,1
964,3055,undirected,1
965,3053,undirected,1
965,3055,undirected,1
3053,3055,undirected,1
3053,2008,undirected,1
3055,2008,undirected,1
3783,2375,undirected,1
3783,2430,undirected,1
3783,3019,undirected,1
3783,1630,undirected,1
3783,987,undirected,1
3783,2916,undirected,1
3783,4434,undirected,1
3783,365,undirected,3
3783,982,undirected,1
3783,3430,undirected,1
3783,2607,undirected,1
2375,3019,undirected,1
2375,1630,undirected,1
2375,987,undirected,1
2375,2916,undirected,1
2375,4434,undirected,1
2375,365,undirected,1
2375,982,undirected,1
2375,2607,undirected,1
2430,3019,undirected,3
2430,1630,undirected,1
2430,987,undirected,1
2430,2916,undirected,5
2430,4434,undirected,1
2430,365,undirected,8
2430,982,undirected,1
2430,3430,undirected,6
2430,2607,undirected,1
3019,1630,undirected,1
3019,987,undirected,1
3019,2916,undirected,1
3019,4434,undirected,1
3019,365,undirected,2
3019,982,undirected,1
3019,3430,undirected,2
3019,2607,undirected,1
1630,987,undirected,1
1630,2916,undirected,1
1630,4434,undirected,1
1630,365,undirected,1
1630,982,undirected,1
1630,3430,undirected,1
1630,2607,undirected,1
987,2916,undirected,1
987,4434,undirected,1
987,365,undirected,1
987,982,undirected,1
987,3430,undirected,1
987,2607,undirected,1
2916,4434,undirected,1
2916,365,undirected,1
2916,982,undirected,1
2916,3430,undirected,1
2916,2607,undirected,1
4434,365,undirected,2
4434,982,undirected,1
4434,3430,undirected,1
4434,2607,undirected,1
365,982,undirected,1
365,3430,undirected,3
365,2607,undirected,1
982,3430,undirected,1
982,2607,undirected,1
3430,2607,undirected,1
1366,1921,undirected,1
1329,1312,undirected,12
1329,4345,undirected,2
1329,892,undirected,2
1312,4345,undirected,2
1312,892,undirected,2
4345,892,undirected,2
1366,277,undirected,1
3201,4498,undirected,1
3201,175,undirected,1
4498,175,undirected,4
1708,3525,undirected,2
1708,2446,undirected,2
3525,2446,undirected,2
757,669,undirected,1
758,669,undirected,1
1858,669,undirected,1
3216,1136,undirected,1
2402,3625,undirected,1
2402,2572,undirected,1
2402,541,undirected,1
2402,1663,undirected,1
3625,2572,undirected,1
3625,541,undirected,1
3625,1663,undirected,1
2572,541,undirected,1
541,1663,undirected,1
1332,2375,undirected,1
1182,2728,undirected,1
1788,1312,undirected,4
2375,3882,undirected,1
41,1182,undirected,1
41,3962,undirected,1
41,130,undirected,1
41,1549,undirected,1
1182,3962,undirected,1
1182,130,undirected,8
1182,1549,undirected,1
3962,130,undirected,1
3962,1549,undirected,1
130,1549,undirected,1
3216,3477,undirected,1
3216,3401,undirected,1
3477,3401,undirected,1
3477,333,undirected,1
3401,333,undirected,1
755,805,undirected,1
755,3746,undirected,1
755,2960,undirected,1
755,1261,undirected,1
755,1125,undirected,1
755,1182,undirected,1
755,2959,undirected,1
805,3746,undirected,1
805,2960,undirected,1
805,1261,undirected,1
805,1125,undirected,1
805,1182,undirected,1
805,2959,undirected,1
3746,2960,undirected,1
3746,1261,undirected,1
3746,1125,undirected,1
3746,1182,undirected,1
3746,2959,undirected,1
2960,1261,undirected,1
2960,1125,undirected,1
2960,1182,undirected,1
2960,2959,undirected,1
1261,1125,undirected,1
1261,1182,undirected,1
1261,2959,undirected,1
1125,1182,undirected,1
1125,2959,undirected,1
1182,2959,undirected,1
3527,1388,undirected,2
3527,3525,undirected,2
3527,3711,undirected,2
1388,3525,undirected,2
1388,3711,undirected,2
3525,3711,undirected,2
2815,1182,undirected,1
1570,4406,undirected,3
1182,2643,undirected,1
1182,27,undirected,1
1182,2610,undirected,1
1182,3393,undirected,1
1182,2822,undirected,1
2643,27,undirected,1
2643,2610,undirected,1
2643,3393,undirected,1
2643,2822,undirected,1
27,2610,undirected,1
27,3393,undirected,1
27,2822,undirected,1
2610,3393,undirected,1
2610,2822,undirected,1
3393,2822,undirected,1
333,1254,undirected,1
3836,378,undirected,1
3836,1437,undirected,1
3836,1663,undirected,1
378,1437,undirected,1
1437,1663,undirected,1
4308,3720,undirected,1
175,3842,undirected,1
175,4190,undirected,1
175,2539,undirected,1
175,4282,undirected,1
3842,4190,undirected,1
3842,2539,undirected,1
3842,4282,undirected,1
4190,2539,undirected,1
4190,4282,undirected,1
2539,4282,undirected,1
4387,558,undirected,8
4387,2359,undirected,2
4387,179,undirected,1
4083,558,undirected,3
4083,2359,undirected,2
4083,179,undirected,1
1589,558,undirected,8
1589,2359,undirected,1
1589,179,undirected,1
558,2359,undirected,1
558,179,undirected,1
2359,179,undirected,1
341,2107,undirected,1
845,1663,undirected,1
1663,1706,undirected,1
1312,2315,undirected,1
2678,1855,undirected,1
2678,1182,undirected,1
1855,1182,undirected,1
1788,1789,undirected,1
1788,4016,undirected,1
1788,1403,undirected,1
1788,4043,undirected,1
1788,1192,undirected,1
1789,4016,undirected,1
1789,1403,undirected,1
1789,4043,undirected,1
1789,1192,undirected,1
1789,1312,undirected,5
4016,1403,undirected,1
4016,4043,undirected,1
4016,1192,undirected,1
4016,1312,undirected,3
1403,4043,undirected,1
1403,1192,undirected,1
1403,1312,undirected,2
4043,1192,undirected,1
1192,1312,undirected,1
443,2798,undirected,3
1589,1251,undirected,9
1643,1663,undirected,1
4375,3216,undirected,1
4375,3642,undirected,1
3216,3642,undirected,1
1237,4387,undirected,18
1237,1589,undirected,18
1589,1960,undirected,1
1366,4348,undirected,1
1366,628,undirected,1
1366,1463,undirected,1
1366,3741,undirected,1
1366,652,undirected,1
4348,628,undirected,1
4348,1463,undirected,1
4348,3741,undirected,1
4348,652,undirected,1
628,1463,undirected,1
628,3741,undirected,1
628,652,undirected,1
1463,3741,undirected,1
1463,652,undirected,1
3741,652,undirected,1
2372,3376,undirected,1
2372,3308,undirected,1
2372,2582,undirected,1
2372,3849,undirected,1
3376,3308,undirected,1
3376,2582,undirected,1
3376,3849,undirected,1
3308,2582,undirected,1
3308,3849,undirected,1
2582,3849,undirected,1
1589,2136,undirected,8
72,1312,undirected,1
72,288,undirected,1
72,1063,undirected,1
72,3229,undirected,1
1312,288,undirected,1
1312,1063,undirected,2
1312,3229,undirected,1
288,1063,undirected,1
288,3229,undirected,1
1063,3229,undirected,1
3222,1591,undirected,2
1366,2197,undirected,2
1366,3624,undirected,2
1366,2196,undirected,2
2197,3624,undirected,2
2197,2196,undirected,2
3624,2196,undirected,2
717,2424,undirected,1
1589,3221,undirected,3
4387,3221,undirected,3
2069,3933,undirected,4
2069,3811,undirected,4
2069,1663,undirected,4
3933,3811,undirected,4
3933,1663,undirected,4
3811,1663,undirected,5
100,3396,undirected,1
100,1589,undirected,1
3396,1589,undirected,1
1589,3112,undirected,2
1589,1007,undirected,2
1589,3433,undirected,1
1589,1617,undirected,1
3112,1007,undirected,2
3112,3433,undirected,1
3112,1617,undirected,1
1007,3433,undirected,1
1007,1617,undirected,1
3433,1617,undirected,1
3968,2894,undirected,2
976,1366,undirected,1
1589,2395,undirected,2
1589,1359,undirected,2
1589,2757,undirected,2
3577,2395,undirected,2
3577,1359,undirected,2
3577,2757,undirected,2
2395,1359,undirected,2
2395,2757,undirected,2
1359,2757,undirected,2
333,442,undirected,1
1261,4192,undirected,4
1261,2622,undirected,4
1261,1752,undirected,4
1261,1663,undirected,4
4192,2622,undirected,4
4192,1752,undirected,4
4192,1663,undirected,4
2622,1752,undirected,4
2622,1663,undirected,4
1752,1663,undirected,4
3406,2453,undirected,1
2948,1589,undirected,1
2948,1702,undirected,1
1589,1702,undirected,1
2103,1254,undirected,1
175,1572,undirected,1
175,3201,undirected,1
1572,3201,undirected,1
1570,1561,undirected,1
1570,2235,undirected,1
1589,1561,undirected,1
1589,2235,undirected,1
1312,1561,undirected,1
1312,2235,undirected,1
2709,1561,undirected,1
2709,2235,undirected,1
1561,2235,undirected,1
2356,4387,undirected,1
2356,4083,undirected,1
2356,2022,undirected,1
2356,1589,undirected,1
2356,3654,undirected,1
4387,2022,undirected,1
4387,3654,undirected,1
4083,2022,undirected,1
4083,3654,undirected,1
2022,1589,undirected,1
2022,3654,undirected,1
1589,3654,undirected,3
3525,1818,undirected,1
3525,3596,undirected,1
1818,3596,undirected,1
2883,1663,undirected,1
4099,467,undirected,1
4099,1182,undirected,1
467,1182,undirected,1
1589,2050,undirected,7
2716,1589,undirected,1
1589,3096,undirected,1
175,3678,undirected,1
653,1366,undirected,1
4133,1360,undirected,1
4133,2070,undirected,1
4133,1182,undirected,1
4133,2990,undirected,1
4133,2374,undirected,1
1360,2070,undirected,1
1360,1182,undirected,1
1360,2990,undirected,1
1360,2374,undirected,1
2070,1182,undirected,1
2070,2990,undirected,1
2070,2374,undirected,1
1182,2990,undirected,1
1182,2374,undirected,1
2990,2374,undirected,1
333,1483,undirected,8
175,1483,undirected,6
3008,238,undirected,2
3008,2244,undirected,2
3008,3963,undirected,2
3008,1663,undirected,2
3008,4365,undirected,2
238,2244,undirected,2
238,3963,undirected,2
238,1663,undirected,3
238,4365,undirected,2
2244,3963,undirected,2
2244,1663,undirected,2
2244,4365,undirected,2
3963,1663,undirected,2
3963,4365,undirected,2
1663,4365,undirected,2
2379,1589,undirected,1
4205,1366,undirected,1
4205,1955,undirected,1
1366,1955,undirected,1
1589,1908,undirected,5
1908,3357,undirected,3
3298,1183,undirected,1
3298,1182,undirected,1
1183,1182,undirected,1
504,1366,undirected,1
1589,3766,undirected,2
2479,1312,undirected,1
2479,2712,undirected,1
2479,93,undirected,1
1312,2712,undirected,1
1312,93,undirected,1
2712,93,undirected,1
1366,1961,undirected,1
1589,821,undirected,3
274,821,undirected,3
1320,1589,undirected,6
1182,1687,undirected,1
1827,1366,undirected,1
1827,923,undirected,1
1366,923,undirected,1
2445,1663,undirected,1
1466,112,undirected,1
1663,112,undirected,1
1440,112,undirected,1
1467,2709,undirected,1
1467,717,undirected,1
