Id,Label,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,componentnumber,clustering,triangles,eigencentrality
1589,Glastonbury,893,15671,3,0.544114,0.594249,3166366.883,0.30701,0.30701,1,0.00514,0,0.004625,1842,1
1663,Goodtimes,840,1777,4,0.452483,0.528399,2370605.025,0.314762,0.314762,1,0.003078,0,0.006834,2408,0.902195
1312,Festival,613,2245,4,0.450641,0.509824,1517552.457,0.243027,0.243027,1,0.001826,0,0.010801,2026,0.709938
2344,lions,559,1817,4,0.447002,0.502522,1739946.293,0.116234,0.116234,1,0.003378,0,0.005534,860,0.510809
1570,Glasto,360,5063,4,0.450458,0.490515,995288.3705,0.121737,0.121737,1,0.001886,0,0.010384,671,0.409798
2375,live,307,668,4,0.428323,0.467856,659940.8777,0.139901,0.139901,1,0.000915,0,0.025058,1177,0.397298
4387,Wimbledon,284,1349,4,0.414956,0.453647,624183.6392,0.085112,0.085112,1,0.0013,0,0.017668,710,0.31361
130,amazing,249,2323,4,0.429403,0.464149,474804.3624,0.130971,0.130971,1,0.000727,0,0.037861,1169,0.363672
1366,fml,237,379,4,0.39381,0.428504,844292.6485,0.031443,0.031443,1,0.001438,0,0.008224,230,0.160323
2430,love,222,1816,4,0.455602,0.484323,296351.4617,0.180851,0.180851,1,0.00048,0,0.059068,1449,0.457525
4043,today,190,245,4,0.426302,0.457148,335217.1477,0.113262,0.113262,1,0.000471,0,0.052743,947,0.312009
1858,home,188,263,5,0.364055,0.392152,268507.3728,0.088119,0.088119,1,0.000507,0,0.051428,904,0.236616
2709,music,168,934,4,0.460435,0.484097,267568.4462,0.128929,0.128929,1,0.0005,0,0.058098,815,0.350119
4161,UK,158,668,4,0.414956,0.444576,399337.2556,0.056368,0.056368,11,0.00052,0,0.044102,547,0.197313
1440,friends,151,381,5,0.402582,0.431692,116067.7468,0.118285,0.118285,1,0.000399,0,0.077086,873,0.296467
1182,Epic,146,271,4,0.410837,0.439118,354248.0818,0.057027,0.057027,1,0.000645,0,0.030893,327,0.186986
1237,F1,136,609,4,0.398739,0.42666,229323.5038,0.046104,0.046104,1,0.000661,0,0.044118,405,0.177599
333,bbcglasto,132,39482,4,0.426754,0.453233,289698.3714,0.061863,0.061863,0,0.000702,0,0.036664,317,0.209294
175,ArcticMonkeys,127,857,4,0.413368,0.440361,220328.5776,0.062981,0.062981,1,0.000703,0,0.034621,277,0.196851
3803,summer,123,393,4,0.443332,0.466765,165455.2341,0.100772,0.100772,1,0.000377,0,0.081967,615,0.272765
2559,me,123,292,5,0.401596,0.428625,79034.49177,0.107955,0.107955,1,0.00031,0,0.111555,837,0.27032
1274,fashion,122,251,4,0.441344,0.465014,136637.8411,0.117405,0.117405,1,0.000308,0,0.117599,868,0.301793
1466,fun,108,288,4,0.440729,0.463471,154086.3407,0.106746,0.106746,1,0.000316,0,0.104015,601,0.276528
413,bestfriends,106,132,5,0.365588,0.390112,160085.004,0.052859,0.052859,1,0.000407,0,0.065768,366,0.146475
2990,party,97,222,5,0.393425,0.41981,58571.39314,0.088474,0.088474,1,0.000305,0,0.110395,514,0.224015
1753,happy,90,224,4,0.43729,0.459143,82113.4427,0.100975,0.100975,1,0.000296,0,0.148315,594,0.258446
2316,life,71,130,4,0.392867,0.415857,39611.63561,0.074936,0.074936,1,0.000271,0,0.166197,413,0.188551
3577,Silverstone,71,292,4,0.404125,0.427319,85005.92414,0.039838,0.039838,1,0.000337,0,0.096177,239,0.140684
813,concert,68,170,5,0.374683,0.395107,18995.86144,0.061579,0.061579,1,0.000279,0,0.139596,318,0.155807
3358,rollingstones,68,5331,4,0.383443,0.405808,113736.0321,0.031992,0.031992,1,0.000447,0,0.075066,171,0.110763
2401,London,67,130,4,0.432972,0.453591,113333.9657,0.04938,0.04938,11,0.000296,0,0.09498,210,0.156687
351,beach,66,125,4,0.405272,0.427582,38180.39192,0.074004,0.074004,1,0.00026,0,0.179953,386,0.190013
3786,style,62,101,5,0.382714,0.403482,24638.20678,0.06666,0.06666,1,0.000241,0,0.242729,459,0.166207
1261,family,61,121,4,0.420353,0.441941,80524.48068,0.060795,0.060795,1,0.000266,0,0.17377,318,0.169299
1636,Good,60,135,5,0.380118,0.400809,18789.84695,0.061634,0.061634,1,0.000253,0,0.246893,437,0.154094
4187,usa,59,336,5,0.352772,0.368515,40506.12494,0.02359,0.02359,11,0.000291,0,0.148451,254,0.07781
1542,girl,59,132,5,0.357645,0.374913,8042.350884,0.056489,0.056489,1,0.000245,0,0.278784,477,0.134836
3380,rugby,58,189,4,0.405383,0.427243,54931.55922,0.035901,0.035901,1,0.000299,0,0.107078,177,0.128078
1996,instagood,58,210,5,0.390167,0.412364,22228.60056,0.066961,0.066961,1,0.00026,0,0.208711,345,0.166541
556,BritishGP,57,253,4,0.378041,0.399334,54506.89113,0.027858,0.027858,1,0.00034,0,0.115288,184,0.103658
914,cute,57,108,4,0.395604,0.416874,40848.84806,0.052743,0.052743,1,0.000273,0,0.172306,275,0.140316
717,Chic,56,36058,4,0.409621,0.430875,85475.98962,0.05189,0.05189,0,0.000347,0,0.111039,171,0.146344
2816,night,56,109,4,0.427496,0.447907,66744.8338,0.077207,0.077207,1,0.000254,0,0.218182,336,0.197972
1591,glastonbury2013,56,305,4,0.417146,0.43893,100125.4567,0.043716,0.043716,1,0.000352,0,0.078571,121,0.141962
4083,TourdeFrance,55,249,4,0.389377,0.411585,17213.52604,0.035642,0.035642,1,0.00029,0,0.153535,228,0.126109
365,beautiful,55,140,5,0.393181,0.414341,27025.67671,0.06069,0.06069,1,0.000249,0,0.201347,299,0.154933
1092,drunk,55,87,5,0.375318,0.396925,15649.78165,0.052191,0.052191,1,0.000258,0,0.184512,274,0.133068
1546,girls,55,139,5,0.38866,0.410125,39046.23641,0.066465,0.066465,1,0.000244,0,0.23367,347,0.16444
1084,Drinks,54,88,5,0.388694,0.410238,26264.50401,0.062281,0.062281,1,0.000264,0,0.19986,286,0.155524
3632,smile,53,105,5,0.380314,0.401129,17312.99067,0.059447,0.059447,1,0.00025,0,0.230769,318,0.147584
2812,nice,52,93,5,0.365709,0.383382,46700.27365,0.041558,0.041558,1,0.000249,0,0.207391,275,0.110587
1378,followme,52,1206,4,0.397308,0.41821,51417.48117,0.053924,0.053924,1,0.000255,0,0.199095,264,0.145535
3430,Saturday,52,76,4,0.428654,0.448641,73398.75531,0.05771,0.05771,1,0.000243,0,0.1727,229,0.165416
3818,sunny,50,71,4,0.386118,0.406184,27363.96792,0.05039,0.05039,1,0.000244,0,0.23102,283,0.132452
3813,sun,49,122,5,0.377655,0.397497,25485.82545,0.036591,0.036591,1,0.000269,0,0.187925,221,0.102729
4304,weekend,49,86,4,0.459765,0.474575,130645.2851,0.069517,0.069517,1,0.000237,0,0.210034,247,0.202853
947,day,47,85,5,0.380609,0.404178,17882.44475,0.046818,0.046818,1,0.000238,0,0.26087,282,0.124254
3478,selfie,47,71,4,0.411907,0.43255,34192.61263,0.056127,0.056127,1,0.000258,0,0.205365,222,0.149007
324,BBC,45,539,4,0.411562,0.432381,49570.32068,0.038363,0.038363,1,0.000295,0,0.125253,124,0.128733
1572,Glasto2013,45,380,4,0.388796,0.409045,37531.4557,0.03591,0.03591,1,0.000304,0,0.108081,107,0.1087
4024,time,43,68,5,0.379532,0.405119,15654.32877,0.055012,0.055012,1,0.000241,0,0.277962,251,0.139449
2397,lol,42,79,5,0.378656,0.401826,57062.26937,0.043586,0.043586,1,0.000265,0,0.24971,215,0.115485
1522,getlucky,40,189,5,0.347376,0.365617,102143.1365,0.015587,0.015587,1,0.000355,0,0.067949,53,0.049928
2663,Morning,40,59,5,0.352829,0.37002,6834.330537,0.040299,0.040299,1,0.00023,0,0.297436,232,0.101021
3883,tdf,39,199,4,0.393041,0.413317,21492.89758,0.030359,0.030359,1,0.000265,0,0.213225,158,0.10852
1422,Free,39,49,5,0.365739,0.386382,21113.55493,0.030927,0.030927,1,0.000246,0,0.207827,154,0.087516
2358,lionstour,39,117,4,0.377011,0.396737,13690.65542,0.023943,0.023943,1,0.00027,0,0.164642,122,0.09024
1374,follow,38,271,5,0.38659,0.406756,17036.04347,0.042238,0.042238,1,0.000231,0,0.271693,191,0.114231
3525,Sheffield,38,101,4,0.375032,0.393236,93984.73402,0.019346,0.019346,1,0.00034,0,0.093883,66,0.067614
3040,photooftheday,38,1268,5,0.353223,0.368168,6391.722981,0.038323,0.038323,1,0.000244,0,0.29303,206,0.092946
1742,hair,38,64,4,0.356321,0.371311,5807.15717,0.043251,0.043251,1,0.000228,0,0.399716,281,0.103751
1752,happiness,38,56,4,0.413137,0.433059,26596.00311,0.051646,0.051646,1,0.000238,0,0.244666,172,0.138992
3561,show,38,77,5,0.349846,0.363208,2729.449419,0.036104,0.036104,1,0.000232,0,0.375533,264,0.087131
3339,rock,37,156,4,0.412444,0.432343,26214.60892,0.047545,0.047545,1,0.00026,0,0.225225,150,0.13178
933,dance,37,90,4,0.39346,0.416516,24148.58981,0.048962,0.048962,1,0.00024,0,0.316817,211,0.128192
1415,France,35,171,5,0.368049,0.386902,17342.22737,0.02278,0.02278,11,0.000244,0,0.263866,157,0.074836
3216,r4today,34,319,4,0.364805,0.381832,70985.4292,0.017003,0.017003,0,0.000372,0,0.071301,40,0.059851
1382,food,34,199,5,0.378429,0.39843,9259.052428,0.039048,0.039048,1,0.000244,0,0.256684,144,0.102178
2330,like,34,87,5,0.351484,0.364092,5595.371824,0.030938,0.030938,1,0.000232,0,0.338681,190,0.078568
2184,kiss,34,38,5,0.358252,0.378914,5121.842587,0.041844,0.041844,1,0.000223,0,0.452763,254,0.102175
4255,Wallabies,34,108,5,0.345102,0.360053,15522.3725,0.01188,0.01188,1,0.000287,0,0.137255,77,0.050543
871,crazy,34,47,4,0.394688,0.414333,33192.13448,0.040595,0.040595,1,0.000229,0,0.292335,164,0.112673
3666,somerset,34,49,4,0.35635,0.371161,67569.11102,0.010671,0.010671,1,0.0003,0,0.131907,74,0.041094
2693,MUFC,33,98,5,0.349184,0.369117,66575.84914,0.014234,0.014234,1,0.000313,0,0.164773,87,0.04878
3455,sea,33,69,4,0.412867,0.432419,16875.37313,0.053774,0.053774,1,0.000236,0,0.30303,160,0.142222
3924,tennis,33,84,4,0.369894,0.386254,22419.73935,0.020073,0.020073,1,0.000275,0,0.153409,81,0.068474
1360,Florida,32,182,5,0.381297,0.403726,27347.4051,0.030528,0.030528,11,0.000239,0,0.22379,111,0.089477
4448,work,32,40,4,0.41449,0.433905,34711.2884,0.037981,0.037981,1,0.00024,0,0.211694,105,0.112965
3633,Smiles,32,48,5,0.373356,0.392472,3831.102663,0.046095,0.046095,1,0.000225,0,0.381048,189,0.111661
461,black,32,52,4,0.39813,0.417419,9998.478598,0.048076,0.048076,1,0.000233,0,0.358871,178,0.122726
1855,hollywood,32,42,5,0.351206,0.372768,7633.640712,0.031274,0.031274,1,0.00023,0,0.399194,198,0.080836
1170,England,31,65,4,0.392171,0.41183,14052.84825,0.04167,0.04167,11,0.000222,0,0.417204,194,0.11357
1469,funny,30,50,4,0.395675,0.414747,19692.70498,0.038533,0.038533,1,0.000244,0,0.273563,119,0.105222
1006,Dinner,29,71,5,0.350788,0.373814,3926.829693,0.036706,0.036706,1,0.000226,0,0.35468,144,0.091335
2572,Memories,29,62,4,0.366982,0.385577,11856.40216,0.029195,0.029195,1,0.000257,0,0.169951,69,0.078529
98,AlexTurner,29,142,4,0.374588,0.393104,13243.36086,0.027814,0.027814,1,0.000265,0,0.204433,83,0.083721
4223,vintage,29,42,4,0.378559,0.396925,10685.05437,0.032815,0.032815,1,0.000228,0,0.475369,193,0.088035
2885,nowplaying,28,306,4,0.420513,0.439326,62673.98509,0.035137,0.035137,1,0.000279,0,0.145503,55,0.11053
3112,portishead,28,166,4,0.374461,0.391787,18677.80043,0.021919,0.021919,1,0.00027,0,0.148148,56,0.070436
3038,photography,28,37,5,0.383343,0.402202,26931.90622,0.036659,0.036659,1,0.000232,0,0.253968,96,0.097884
2226,la,28,58,5,0.336576,0.355315,2093.134699,0.027556,0.027556,1,0.000224,0,0.547619,207,0.069069
936,dancing,27,46,5,0.367012,0.387835,14028.94682,0.032618,0.032618,1,0.000241,0,0.259259,91,0.085478
384,beers,27,31,4,0.391616,0.410005,11519.32014,0.035025,0.035025,1,0.000228,0,0.447293,157,0.094943
2672,MotoGP,27,120,4,0.386219,0.405977,6013.404631,0.026253,0.026253,1,0.000238,0,0.339031,119,0.093829
230,Australia,27,77,5,0.339779,0.351905,1037.921416,0.008576,0.008576,1,0.000251,0,0.193732,68,0.038079
284,Bahrain,27,255,5,0.320637,0.330947,1273.952253,0.007271,0.007271,11,0.000237,0,0.378917,133,0.029379
4196,vancouver,26,35853,5,0.35441,0.37019,47991.94089,0.016926,0.016926,0,0.000287,0,0.209231,68,0.050376
1219,excited,26,45,5,0.396668,0.416693,33731.6147,0.031751,0.031751,1,0.000229,0,0.209231,68,0.094284
3376,RT,26,246,5,0.372351,0.392698,20311.7157,0.024687,0.024687,1,0.000236,0,0.212308,69,0.072777
1082,drink,26,33,5,0.391754,0.41195,33771.96566,0.030356,0.030356,1,0.000231,0,0.316923,103,0.088751
1973,indonesia,26,31,5,0.350344,0.365729,5856.364838,0.018769,0.018769,1,0.000241,0,0.276923,90,0.052982
3841,sweet,26,85,5,0.359474,0.378425,5228.375512,0.02956,0.02956,1,0.000225,0,0.338462,110,0.076157
3502,sexy,26,45,5,0.346642,0.361307,2985.357743,0.028591,0.028591,1,0.000227,0,0.443077,144,0.070625
522,boy,26,35,5,0.3461,0.356376,1549.718257,0.026794,0.026794,1,0.000217,0,0.615385,200,0.064762
3035,photo,26,58,5,0.348607,0.371037,3106.130952,0.034546,0.034546,1,0.000228,0,0.523077,170,0.085031
1394,forever,26,51,5,0.34419,0.355635,5697.510034,0.025886,0.025886,1,0.000229,0,0.433846,141,0.061795
3016,people,26,36,4,0.384943,0.404791,14407.50113,0.029056,0.029056,1,0.000226,0,0.412308,134,0.085277
1080,Dress,26,51,5,0.352436,0.369806,3303.819738,0.031474,0.031474,1,0.000223,0,0.430769,140,0.078227
2439,loveit,26,34,5,0.376851,0.395664,8139.420955,0.038551,0.038551,1,0.000233,0,0.332308,108,0.097618
4395,Win,25,653,4,0.406462,0.426283,27362.7839,0.029878,0.029878,1,0.000248,0,0.293478,81,0.101487
3822,sunshine,25,653,4,0.401924,0.421146,31557.04472,0.029975,0.029975,1,0.000238,0,0.23,69,0.091453
4462,wow,25,62,4,0.371165,0.387383,16767.28793,0.018911,0.018911,1,0.000249,0,0.283333,85,0.059578
558,BritishGrandPrix,25,69,4,0.378074,0.395965,5603.450282,0.022321,0.022321,1,0.000241,0,0.303333,91,0.079216
482,blue,25,43,5,0.361204,0.379705,5303.261934,0.037234,0.037234,1,0.000224,0,0.456667,137,0.089914
3233,rain,25,30,4,0.409924,0.428881,45536.62475,0.035159,0.035159,1,0.000235,0,0.28,84,0.10561
2043,italy,25,30,5,0.335887,0.34787,3960.326544,0.01372,0.01372,11,0.000229,0,0.34,102,0.040698
1728,guitar,24,52,4,0.393041,0.412319,14629.18654,0.030462,0.030462,1,0.000238,0,0.384058,106,0.087945
211,at,24,29,5,0.375191,0.393496,19931.58124,0.02875,0.02875,1,0.000221,0,0.423913,117,0.081692
1502,GayPride,24,28,4,0.398632,0.417288,12986.95601,0.037723,0.037723,1,0.000229,0,0.347826,96,0.101953
303,barbarella,24,42,5,0.370018,0.388964,5101.303089,0.035516,0.035516,1,0.000232,0,0.423913,117,0.089475
1434,Friday,24,32,5,0.361794,0.378293,3349.346632,0.034281,0.034281,1,0.000225,0,0.452899,125,0.0835
1971,indie,24,60,4,0.387537,0.407502,10065.10346,0.030417,0.030417,1,0.00023,0,0.315217,87,0.090709
2789,new,24,28,5,0.336091,0.350034,16228.97382,0.012495,0.012495,1,0.000237,0,0.289855,80,0.038449
682,Cat,24,43,4,0.380576,0.398449,9208.414242,0.036806,0.036806,1,0.000221,0,0.51087,141,0.095148
2985,paris,24,143,5,0.357212,0.374688,6663.985086,0.02497,0.02497,11,0.000234,0,0.333333,92,0.068481
2036,islam,24,30,5,0.330695,0.342344,3778.569868,0.0096,0.0096,1,0.000227,0,0.413043,114,0.03396
470,blessed,23,31,4,0.392518,0.410833,9491.309429,0.032797,0.032797,1,0.000244,0,0.29249,74,0.089071
378,beer,23,56,4,0.401123,0.419922,10653.517,0.036152,0.036152,1,0.000236,0,0.316206,80,0.099133
692,celebrate,23,42,5,0.355092,0.371932,875.394338,0.031789,0.031789,1,0.000228,0,0.426877,108,0.077805
370,beauty,23,39,5,0.364265,0.379468,16037.6456,0.024798,0.024798,1,0.000227,0,0.367589,93,0.065776
2820,NightOut,23,31,5,0.355777,0.372252,326.170543,0.033718,0.033718,1,0.00022,0,0.498024,126,0.080348
3948,the,23,63,4,0.384575,0.402891,5199.477078,0.033891,0.033891,1,0.000226,0,0.399209,101,0.091033
4039,to,23,32,5,0.329661,0.341407,1568.865813,0.012758,0.012758,1,0.000225,0,0.533597,135,0.037529
3314,rich,23,24,5,0.329342,0.344117,901.801344,0.02445,0.02445,1,0.000221,0,0.679842,172,0.058442
2345,Lions2013,23,68,4,0.373734,0.391712,6194.063299,0.017744,0.017744,1,0.00025,0,0.237154,60,0.066601
1228,experience,23,32,5,0.344699,0.364973,3791.300101,0.019909,0.019909,1,0.000223,0,0.533597,135,0.056314
407,best,23,33,5,0.356694,0.377341,6049.673047,0.027795,0.027795,1,0.000225,0,0.391304,99,0.072266
2707,muse,23,39,4,0.368478,0.384542,5078.090082,0.022088,0.022088,1,0.000237,0,0.328063,83,0.065568
1388,Football,23,28,4,0.371726,0.387891,10026.78526,0.027133,0.027133,1,0.000226,0,0.537549,136,0.072993
1754,happybirthday,22,31,5,0.351345,0.36862,656.189466,0.029116,0.029116,1,0.000219,0,0.428571,99,0.07335
2798,news,22,181,5,0.339466,0.351107,19583.17105,0.011659,0.011659,11,0.000266,0,0.25974,60,0.036604
3789,stylish,22,49,5,0.356407,0.374285,1451.946828,0.031099,0.031099,1,0.000222,0,0.584416,135,0.076507
1997,instagram,22,27,5,0.362713,0.38773,8276.629147,0.031325,0.031325,1,0.000227,0,0.398268,92,0.081801
1365,fly,22,54,5,0.335582,0.353433,2000.202959,0.022692,0.022692,1,0.000224,0,0.705628,163,0.057197
4133,turnup,22,23,5,0.352211,0.369034,2831.06401,0.022218,0.022218,1,0.000224,0,0.411255,95,0.060254
1909,I,22,23,5,0.329587,0.341016,2112.143035,0.011492,0.011492,1,0.000223,0,0.549784,127,0.0343
3869,tan,22,24,5,0.34529,0.360272,1257.984893,0.020307,0.020307,1,0.000223,0,0.506494,117,0.054448
289,band,22,38,5,0.366253,0.384587,6281.137203,0.029385,0.029385,1,0.000225,0,0.350649,81,0.077101
1384,foodporn,22,112,5,0.350427,0.369429,8593.734769,0.022901,0.022901,1,0.000228,0,0.385281,89,0.061332
3708,sport,22,23,4,0.386894,0.405507,16148.43539,0.025616,0.025616,1,0.000219,0,0.354978,82,0.084417
880,crew,22,31,5,0.349211,0.370792,2623.025871,0.034246,0.034246,1,0.000218,0,0.593074,137,0.083382
4434,wonderful,22,28,5,0.342486,0.355115,2096.707258,0.019806,0.019806,1,0.000225,0,0.415584,96,0.051303
982,design,22,22,5,0.345075,0.358785,2955.595416,0.024042,0.024042,1,0.000224,0,0.398268,92,0.061281
1400,formula1,22,41,5,0.321545,0.335573,5712.790022,0.008056,0.008056,1,0.000247,0,0.255411,59,0.029708
302,bar,22,28,5,0.350594,0.370724,4247.614281,0.031928,0.031928,1,0.000224,0,0.47619,110,0.078574
766,club,22,29,5,0.352604,0.370653,336.413178,0.035072,0.035072,1,0.000222,0,0.558442,129,0.083323
190,articmonkeys,21,100,4,0.369894,0.386838,7236.364374,0.021258,0.021258,1,0.000238,0,0.2,42,0.065725
2263,laughs,21,23,5,0.343789,0.364687,2451.958143,0.027247,0.027247,1,0.000225,0,0.409524,86,0.06817
2000,instamood,21,29,5,0.355263,0.373062,3305.516693,0.024406,0.024406,1,0.000227,0,0.409524,86,0.063288
4132,turntup,21,25,5,0.350511,0.366776,695.455645,0.022436,0.022436,1,0.000228,0,0.419048,88,0.058582
4218,video,21,29,4,0.384776,0.403342,11596.89373,0.026125,0.026125,1,0.000231,0,0.295238,62,0.076369
2733,my,21,25,5,0.33576,0.345988,6428.811703,0.014518,0.014518,1,0.000229,0,0.433333,91,0.038755
2589,miami,21,32,5,0.367957,0.38872,4354.403985,0.029259,0.029259,1,0.000221,0,0.5,105,0.078209
1205,event,21,32,5,0.364444,0.382498,10501.08842,0.023771,0.023771,1,0.000225,0,0.419048,88,0.06517
2452,lovethem,21,43,4,0.403132,0.421899,14656.97317,0.03046,0.03046,1,0.000235,0,0.271429,57,0.088976
2898,nyc,21,26,5,0.365136,0.382215,2853.420132,0.033193,0.033193,1,0.000218,0,0.533333,112,0.082367
659,car,21,37,5,0.342089,0.361149,4562.779855,0.022545,0.022545,1,0.000228,0,0.428571,90,0.059143
1662,goodtime,20,30,5,0.349791,0.369843,3159.633477,0.026555,0.026555,1,0.00022,0,0.563158,107,0.068176
2125,June,20,850,4,0.356752,0.373607,5133.65218,0.020488,0.020488,1,0.000232,0,0.421053,80,0.058995
571,brothers,20,28,5,0.368019,0.388633,18603.65952,0.018519,0.018519,1,0.000222,0,0.473684,90,0.059401
1539,gig,20,36,5,0.342592,0.35935,2428.26736,0.017933,0.017933,1,0.000232,0,0.352632,67,0.049736
329,BBCf1,20,43,4,0.370606,0.387609,7681.838773,0.020213,0.020213,1,0.000237,0,0.410526,78,0.069472
4503,young,20,34,5,0.34038,0.351728,244.343505,0.025879,0.025879,1,0.000217,0,0.642105,122,0.060476
2383,living,20,24,5,0.33434,0.345735,1946.097378,0.017786,0.017786,1,0.000225,0,0.684211,130,0.043643
3053,Pillow,20,21,5,0.326814,0.336736,3834.24474,0.005691,0.005691,1,0.000231,0,0.394737,75,0.021144
1620,god,20,28,5,0.329636,0.340613,2553.972147,0.008112,0.008112,1,0.000225,0,0.536842,102,0.028595
3267,red,20,30,5,0.361469,0.376588,239.44365,0.033284,0.033284,1,0.000217,0,0.563158,107,0.079895
3059,pink,20,25,5,0.376819,0.394618,2445.417925,0.038665,0.038665,1,0.000217,0,0.547368,104,0.09549
4292,weather,19,24,4,0.387469,0.405582,10501.06356,0.029633,0.029633,1,0.000222,0,0.473684,81,0.083378
1642,goodfriends,19,45,5,0.327249,0.348893,511.976711,0.01947,0.01947,1,0.000234,0,0.374269,64,0.051451
749,class,19,37,5,0.34004,0.352059,2231.657999,0.023823,0.023823,1,0.00022,0,0.649123,111,0.056445
1653,goodnight,19,23,5,0.348799,0.367679,14084.06885,0.017748,0.017748,1,0.000226,0,0.48538,83,0.051597
2262,laugh,19,29,5,0.339284,0.353252,307.628035,0.025494,0.025494,1,0.000223,0,0.549708,94,0.059545
3041,photoshoot,19,19,5,0.339362,0.351513,661.832834,0.020654,0.020654,1,0.000218,0,0.54386,93,0.051366
3352,RockTheBeach,19,25,4,0.354978,0.367623,2602.065792,0.020845,0.020845,1,0.000229,0,0.397661,68,0.055463
1980,ink,19,28,4,0.356924,0.370295,18060.14222,0.010825,0.010825,1,0.000236,0,0.48538,83,0.038133
934,dancer,19,40,5,0.32783,0.34196,100.00515,0.023125,0.023125,1,0.000219,0,0.807018,138,0.054069
3039,photograpy,19,36,5,0.32783,0.34196,100.00515,0.023125,0.023125,1,0.000218,0,0.807018,138,0.054069
3042,pic,19,48,5,0.32783,0.34196,100.00515,0.023125,0.023125,1,0.00022,0,0.807018,138,0.054069
233,AUSvLIO,19,90,5,0.373545,0.392133,21943.06161,0.017359,0.017359,1,0.000236,0,0.298246,51,0.061879
2567,Melbourne,19,40,4,0.369739,0.386009,4126.449537,0.015314,0.015314,1,0.000239,0,0.280702,48,0.056169
1748,Handsome,19,35,5,0.312734,0.325,192.005853,0.011823,0.011823,1,0.000221,0,0.561404,96,0.031058
1153,Electronic,19,25,5,0.353448,0.367209,349.960604,0.028083,0.028083,1,0.000218,0,0.532164,91,0.067764
1133,edm,18,34,5,0.348168,0.364141,7052.987521,0.015127,0.015127,1,0.000233,0,0.346405,53,0.044572
1693,grandprix,18,41,4,0.377301,0.394554,1330.499439,0.019199,0.019199,1,0.000225,0,0.359477,55,0.06889
3440,Scary,18,18,5,0.359649,0.374944,14244.77821,0.017701,0.017701,1,0.000223,0,0.379085,58,0.051268
3045,picoftheday,18,25,5,0.34694,0.358597,4360.565714,0.018175,0.018175,1,0.000224,0,0.424837,65,0.046474
348,bday,18,19,5,0.368233,0.388776,5478.068624,0.026183,0.026183,1,0.000224,0,0.333333,51,0.07112
2415,look,18,39,5,0.349957,0.360366,367.81966,0.024128,0.024128,1,0.000214,0,0.620915,95,0.058779
3162,prom,18,26,5,0.353251,0.370333,531.839146,0.029569,0.029569,1,0.000216,0,0.594771,91,0.070845
3887,tea,18,18,5,0.353195,0.36728,6846.833263,0.016575,0.016575,1,0.000222,0,0.535948,82,0.049272
3551,shopping,18,25,4,0.383975,0.402063,8224.552483,0.026671,0.026671,1,0.00022,0,0.411765,63,0.078042
2421,losangeles,18,18,5,0.314936,0.326679,0,0.016453,0.016453,1,0.000215,0,1,153,0.038986
2651,money,18,18,5,0.314936,0.326679,0,0.016453,0.016453,1,0.000215,0,1,153,0.038986
2408,long,18,19,5,0.314936,0.326679,0,0.016453,0.016453,1,0.000215,0,1,153,0.038986
1355,flight,18,18,5,0.314936,0.326679,0,0.016453,0.016453,1,0.000215,0,1,153,0.038986
2579,mercedes,18,18,5,0.314936,0.326679,0,0.016453,0.016453,1,0.000215,0,1,153,0.038986
404,benz,18,18,5,0.314936,0.326679,0,0.016453,0.016453,1,0.000215,0,1,153,0.038986
3155,privatejet,18,18,5,0.314936,0.326679,0,0.016453,0.016453,1,0.000215,0,1,153,0.038986
3595,sisters,18,22,5,0.343896,0.364103,4837.078694,0.015416,0.015416,1,0.000225,0,0.496732,76,0.046241
731,chinese,18,18,4,0.379597,0.39685,11563.16005,0.023433,0.023433,1,0.000219,0,0.503268,77,0.070339
3019,perfect,18,23,4,0.39713,0.415575,26568.09595,0.029629,0.029629,1,0.000219,0,0.444444,68,0.086929
268,Bacon,18,20,5,0.357587,0.371676,6518.205574,0.0204,0.0204,1,0.000217,0,0.797386,122,0.055578
299,Banter,18,20,5,0.349459,0.368112,2312.341991,0.025123,0.025123,1,0.000221,0,0.816993,125,0.063607
1100,Dubstep,18,18,4,0.389138,0.406786,12060.74238,0.024242,0.024242,1,0.000228,0,0.346405,53,0.071041
4082,tour,18,31,5,0.35311,0.367386,6848.54967,0.014127,0.014127,1,0.000224,0,0.372549,57,0.047184
2069,IWishICould,17,35855,4,0.383144,0.400802,7261.716522,0.019961,0.019961,0,0.00023,0,0.558333,67,0.062938
2214,ksa,17,207,5,0.341799,0.355913,1503.507231,0.011582,0.011582,11,0.000226,0,0.5,68,0.037365
2147,Kasabian,17,25,4,0.372633,0.390075,6864.710303,0.020224,0.020224,1,0.000225,0,0.316176,43,0.061245
1329,Film,17,46,5,0.32917,0.344151,395.956751,0.010027,0.010027,1,0.000242,0,0.286765,39,0.030409
609,Button,17,17,4,0.375955,0.393895,5099.985306,0.017803,0.017803,1,0.000227,0,0.492647,67,0.0652
4266,want,17,19,5,0.347076,0.361194,1495.184807,0.018,0.018,1,0.00022,0,0.492647,67,0.048363
1505,GCC,17,34,5,0.313221,0.325595,1804.357954,0.00612,0.00612,11,0.000227,0,0.536765,73,0.022761
2410,longhair,17,19,5,0.35552,0.373408,3201.761791,0.02484,0.02484,1,0.00022,0,0.639706,87,0.06372
